bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	clade	superkingdom	species group	section	suborder	subclass	subphylum	subkingdom	kingdom	subgenus	subspecies	species subgroup	subfamily	varietas	serotype	tribe	subtribe
BGC0000149	spirangien O	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000150	sporolide A	369723	Salinispora tropica CNB-440	Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000151	stambomycin A	278992	Streptomyces ambofaciens ATCC 23877	Streptomyces ambofaciens	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000152	sterigmatocystin	162425		Aspergillus nidulans	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Nidulantes							
BGC0000153	stigmatellin	675526	Stigmatella aurantiaca Sg a15	Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Cystobacterineae		delta/epsilon subdivisions										
BGC0000154	stipitatic acid	441959	Talaromyces stipitatus ATCC 10500	Talaromyces stipitatus	Talaromyces	Trichocomaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota		Talaromyces sect. Talaromyces		Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000156	TAN-1612	5061		Aspergillus niger	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000157	tautomycetin	404220		Streptomyces sp. CK4412	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000158	tautomycetin	68214		Streptomyces griseochromogenes	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000159	tautomycin	67366		Streptomyces spiroverticillatus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000160	terreic acid	341663	Aspergillus terreus NIH2624	Aspergillus terreus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000161	isoterrein	341663	Aspergillus terreus NIH2624	Aspergillus terreus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000162	tetrocarcin A	1874		Micromonospora chalcea	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000163	tetronasin	28044		Streptomyces longisporoflavus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000164	tetronomycin	299254		Streptomyces sp. NRRL 11266	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000165	tiacumicin B	703577		Dactylosporangium aurantiacum	Dactylosporangium	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria									Dactylosporangium aurantiacum subsp. hamdenensis						
BGC0000166	tylactone	1906		Streptomyces fradiae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000167	vicenistatin	1944		Streptomyces halstedii	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group									Streptomyces halstedii subgroup					
BGC0000168	viridicatumtoxin	36650		Penicillium aethiopicum	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000170	yanuthone D	380704	Aspergillus niger ATCC 1015	Aspergillus niger	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Circumdati							
BGC0000171	9-methylstreptimidone	457427	Streptomyces himastatinicus ATCC 53653	Streptomyces himastatinicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group														
BGC0000172	basiliskamide A	1399144	Brevibacillus laterosporus PE36	Brevibacillus laterosporus	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000174	bryostatin	62101		Candidatus Endobugula sertula	Candidatus Endobugula	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000175	cycloheximide	1211968		Streptomyces sp. YIM 56141	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000176	difficidin	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group									Bacillus amyloliquefaciens group					
BGC0000177	iso-migrastatin	684832		Streptomyces platensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria									Streptomyces platensis subsp. rosaceus						
BGC0000178	elansolid A1	1004		Chitinophaga sancti	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	FCB group	Bacteria															
BGC0000179	etnangien	448385	Sorangium cellulosum So ce56	Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000180	legioliulin	45071		Legionella parisiensis	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000181	macrolactin H	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria	Bacillus subtilis group									Bacillus amyloliquefaciens group					
BGC0000182	pseudomonic acid A	294		Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas fluorescens group														
BGC0000184	sorangicin A	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Myxococcales	Deltaproteobacteria	Proteobacteria		Bacteria			Sorangiineae		delta/epsilon subdivisions										
BGC0000185	tartrolon	377629	Teredinibacter turnerae T7901	Teredinibacter turnerae	Teredinibacter	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000186	thailandamide	271848	Burkholderia thailandensis E264	Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	pseudomallei group														
BGC0000187	asukamycin	222892		Streptomyces nodosus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria									Streptomyces nodosus subsp. asukaensis						
BGC0000188	saxitoxin	398006	Cylindrospermopsis raciborskii T3	Cylindrospermopsis raciborskii	Cylindrospermopsis	Aphanizomenonaceae	Nostocales		Cyanobacteria	Terrabacteria group	Bacteria															
BGC0000190	A-74528	764784		Streptomyces sp. SANK 61196	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000191	aclacinomycin	33899		Streptomyces galilaeus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000192	aclacinomycin	33899		Streptomyces galilaeus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000193	aclacinomycin	33899		Streptomyces galilaeus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000194	actinorhodin	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces albidoflavus group														
BGC0000195	alnumycin A	569580		Streptomyces sp. CM020	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000196	AQ-256	243265	Photorhabdus laumondii subsp. laumondii TTO1	Photorhabdus laumondii	Photorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria									Photorhabdus laumondii subsp. laumondii						
BGC0000197	aranciamycin	67293		Streptomyces echinatus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000198	arenimycin A	1137250	Salinispora arenicola CNB527	Salinispora arenicola	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000200	arixanthomycin A	77133		uncultured bacterium							Bacteria															
BGC0000201	auricin	1894		Kitasatospora aureofaciens	Kitasatospora	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000202	azicemicin B	703222		Kibdelosporangium sp. MJ126-NF4	Kibdelosporangium	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000203	BE-7585A	797057		Amycolatopsis orientalis	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria									Amycolatopsis orientalis subsp. vinearia						
BGC0000204	benastatin A	431672		Streptomyces sp. A2991200	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000205	bryostatin	62101		Candidatus Endobugula sertula	Candidatus Endobugula	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000207	chartreusin	1969		Streptomyces chartreusis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000208	chelocardin	76022		Amycolatopsis sulphurea	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000209	chlortetracycline	1894		Kitasatospora aureofaciens	Kitasatospora	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000210	chromomycin A3	67263		Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000211	chrysomycin	68172		Streptomyces albaduncus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000212	cinerubin B	465543		Streptomyces sp. SPB074	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000213	colabomycin E	193461		Streptomyces aureus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000215	curamycin	1904		Streptomyces cyaneus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000216	dactylocycline A	1239282		Dactylosporangium sp. SC14051	Dactylosporangium	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000217	daunorubicin	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000218	doxorubicin	1950		Streptomyces peucetius	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000219	elloramycin	47716		Streptomyces olivaceus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000220	enterocin	115828		Streptomyces maritimus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000221	erdacin	684592		uncultured soil bacterium V167							Bacteria															
BGC0000222	FD-594	573242		Streptomyces sp. TA-0256	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000223	rabelomycin	1037453		uncultured bacterium BAC AB649/1850							Bacteria															
BGC0000224	fredericamycin A	1911		Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group									Streptomyces griseus subgroup					
BGC0000225	frenolicin B	33902		Streptomyces roseofulvus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000226	gilvocarcin V	35619		Streptomyces griseoflavus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000227	granaticin	1935		Streptomyces violaceoruber	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces anthocyanicus group														
BGC0000229	grincamycin	68232		Streptomyces lusitanus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000230	griseorhodin A	195040		Streptomyces sp. JP95	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000231	griseusin	1911		Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group									Streptomyces griseus subgroup					
BGC0000232	hatomarubigin A	681626		Streptomyces sp. 2238-SVT4	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000233	hedamycin	1943		Streptomyces griseoruber	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000234	jadomycin	953739	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000235	kiamycin	1055352		Streptomyces sp. W007	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000236	kinamycin	224537		Streptomyces murayamaensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000237	lactonamycin Z	193460		Streptomyces sanglieri	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000238	lactonamycin	68264		Streptomyces rishiriensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000239	landomycin A	80860		Streptomyces cyanogenus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000240	lomaiviticin A	351187		Salinispora pacifica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000241	lomaiviticin A	369723	Salinispora tropica CNB-440	Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000242	lysolipin I	1932		Streptomyces tendae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000243	macrotetrolide	67263		Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000244	macrotetrolide	67263		Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000245	medermycin	221710		Streptomyces sp. AM-7161	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000247	mithramycin	41951		Streptomyces argillaceus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000248	naphtocyclinone	29301		Streptomyces arenae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000249	nogalamycin	38314		Streptomyces nogalater	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000252	nonactin	67263		Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000253	oviedomycin	1890		Streptomyces antibioticus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000254	oxytetracycline	1927		Streptomyces rimosus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000255	pederin	77133		uncultured bacterium							Bacteria															
BGC0000256	pradimicin-A	68565		Actinomadura hibisca	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
