bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	kingdom	domain	cellular root	subclass	clade	subspecies	suborder	species group	species subgroup	varietas	serotype	subphylum	subkingdom	subfamily	isolate	subgenus	realm	acellular root	tribe	subtribe
BGC0000001	abyssomicin C	263358	Micromonospora maris AB-18-032	Micromonospora maris	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000002	aculeximycin	1449976	Kutzneria albida DSM 43870	Kutzneria albida	Kutzneria	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000014	ambruticin	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Polyangiales		Myxococcota	Pseudomonadati	Bacteria	cellular organisms	Polyangia																
BGC0000016	amphotericin B	40318		Streptomyces nodosus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000017	anatoxin-a	272129		Kamptonema sp. PCC 6506	Kamptonema	Microcoleaceae	Oscillatoriales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms	Oscillatoriophycideae	Cyanobacteriota/Melainabacteria group															
BGC0000018	angolamycin	42237		Streptomyces eurythermus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000019	angolamycin	42237		Streptomyces eurythermus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000020	maytansine	42198		Actinosynnema pretiosum	Actinosynnema	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Actinosynnema pretiosum subsp. auranticum														
BGC0000021	apoptolidin	2914159		Amycolatopsis sp. FU40	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000023	aurafuron A	378806	Stigmatella aurantiaca DW4/3-1	Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	cellular organisms				Cystobacterineae													
BGC0000024	aureothin	66431		Streptomyces thioluteus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000026	avilamycin A	1160705	Streptomyces viridochromogenes Tue57	Streptomyces viridochromogenes	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000028	bafilomycin B1	390239		Streptomyces lohii	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000029	BE-14106	639005		Streptomyces sp. DSM 21069	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000031	borrelidin	146923		Streptomyces parvulus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000032	A23187	1079985	Streptomyces chartreusis NRRL 3882	Streptomyces chartreusis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000033	calicheamicin	1877		Micromonospora echinospora	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000034	candicidin	206662		Streptomyces sp. FR-008	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000035	chalcomycin A	1896		Streptomyces bikiniensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000036	chlorothricin	1890		Streptomyces antibioticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000038	coelimycin P1	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces albidoflavus group												
BGC0000040	concanamycin A	42238		Streptomyces neyagawaensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000041	oronofacic acid	317		Pseudomonas syringae	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas syringae group	Pseudomonas syringae group genomosp. 1											
BGC0000042	cremimycin	1321967		Streptomyces sp. MJ635-86F5	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000043	curacin A	276768	Moorena producens 19L	Moorena producens	Moorena	Coleofasciculaceae	Coleofasciculales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0000044	dawenol	378806	Stigmatella aurantiaca DW4/3-1	Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	cellular organisms				Cystobacterineae													
BGC0000047	10,11-dihydro-8-deoxy-12,13-deepoxy-12,13-dihydrochalcomycin	201500		Streptomyces sp. KCTC 0041BP	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000050	E-837	270689		Streptomyces aculeolatus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000051	ebelactone A	67265		Kitasatospora aburaviensis	Kitasatospora	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000052	ECO-02301	255848		Streptomyces aizunensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000053	elaiophylin	12908																											
BGC0000054	erythromycin	2041		Aeromicrobium erythreum	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000055	erythromycin A	405948	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora erythraea	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000056	esperamicin	46165		Actinomadura verrucosospora	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000058	FD-891	68212		Streptomyces graminofaciens	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group	Streptomyces halstedii subgroup											
BGC0000059	filipin	227882	Streptomyces avermitilis MA-4680 = NBRC 14893	Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000060	fostriecin	68258		Streptomyces pulveraceus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000065	rustmicin	33898		Streptomyces galbus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000066	geldanamycin	1912		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0000069	gephyronic acid	1406225	Archangium violaceum Cb vi76	Archangium violaceum	Archangium	Archangiaceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	cellular organisms				Cystobacterineae													
BGC0000072	gulmirecin A	394095		Pyxidicoccus fallax	Pyxidicoccus	Myxococcaceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	cellular organisms				Cystobacterineae													
BGC0000073	halstoctacosanolide A	1944		Streptomyces halstedii	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group	Streptomyces halstedii subgroup											
BGC0000074	herbimycin A	1912		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0000075	hygrocin A	1245024		Streptomyces sp. LZ35	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000078	incednine	1265536		Streptomyces sp. ML694-90F3	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000079	X-14547	1890		Streptomyces antibioticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000080	jerangolid A	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Polyangiales		Myxococcota	Pseudomonadati	Bacteria	cellular organisms	Polyangia																
BGC0000081	kedarcidin	756733		Streptoalloteichus sp. ATCC 53650	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000082	kijanimicin	46161		Actinomadura kijaniata	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000083	lactimidomycin	221586		Streptomyces amphibiosporus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000084	laidlomycin	272618		Streptomyces sp. CS684	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000085	lankamycin	1928		Streptomyces rochei	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces rochei group												
BGC0000086	lasalocid	324833		Streptomyces lasalocidi	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000087	lasalocid	324833		Streptomyces lasalocidi	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000090	macbecin	103721		Actinosynnema pretiosum	Actinosynnema	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Actinosynnema pretiosum subsp. pretiosum														
BGC0000091	marineosin A	483421		Streptomyces sp. CNQ-617	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000092	megalomicin A	136926		Micromonospora megalomicea	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Micromonospora megalomicea subsp. nigra														
BGC0000094	methymycin	54571		Streptomyces venezuelae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000096	midecamycin	1949		Streptomyces mycarofaciens	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000097	ML-449	639006		Streptomyces sp. MP39-85	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000100	monensin	1961		Streptomyces virginiae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000102	mycinamicin II	28040		Micromonospora griseorubida	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000103	mycolactone B	362242	Mycobacterium ulcerans Agy99	Mycobacterium ulcerans	Mycobacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Mycobacterium ulcerans group												
BGC0000105	nanchangmycin	204925		Streptomyces nanchangensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000106	naphthomycin A	876169		Streptomyces sp. CS	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000109	LL-F28249α	477245		Streptomyces cyaneogriseus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces cyaneogriseus subsp. noncyanogenus														
BGC0000110	spectinabilin	67339		Streptomyces orinoci	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000111	neocarzilin A	1897		Streptomyces carzinostaticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000112	neocarzinostatin	167636		Streptomyces carzinostaticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces carzinostaticus subsp. neocarzinostaticus														
BGC0000113	niddamycin	36816		Streptomyces caelestis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000114	nigericin	68280		Streptomyces violaceusniger	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0000115	nystatin A1	316284	Streptomyces noursei ATCC 11455	Streptomyces noursei	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000116	nystatin-like Pseudonocardia polyene A1	2074		Pseudonocardia autotrophica	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000117	oligomycin	33903		Streptomyces avermitilis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000118	pactamycin	68249		Streptomyces pactum	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000119	7-deoxypactamycin	68249		Streptomyces pactum	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000122	phenylnannolone A	889268		Nannocystis pusilla	Nannocystis	Nannocystaceae	Nannocystales		Myxococcota	Pseudomonadati	Bacteria	cellular organisms	Polyangia																
BGC0000123	phoslactomycin B	244967		Streptomyces sp. HK803	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000124	piericidin A1	285508		Streptomyces piomogenus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000125	pimaricin	68242		Streptomyces natalensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000126	pladienolide B	58346		Streptomyces platensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000127	pyoluteorin	220664	Pseudomonas protegens Pf-5	Pseudomonas protegens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas chlororaphis group												
BGC0000128	pyoluteorin	228095		Pseudomonas sp. M18	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000130	pyrrolomycin A	76728		Wenjunlia vitaminophila	Wenjunlia	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000133	quartromicin A1	31958		Amycolatopsis orientalis	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000135	reveromycin A	659352		Actinacidiphila reveromycinica	Actinacidiphila	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000136	rifamycin	713604	Amycolatopsis mediterranei S699	Amycolatopsis mediterranei	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000137	rifamycin	391037	Salinispora arenicola CNS-205	Salinispora arenicola	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000138	rimocidin	1956		Streptomyces diastaticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces diastaticus group												
BGC0000140	4-hexadecanoyl-3-hydroxy-2-(hydroxymethyl)-2H-furan-5-one	697274		Streptomyces sp. 88-682	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000141	rubradirin	285531		Streptomyces rubradiris	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000142	salinilactam	369723	Salinispora tropica CNB-440	Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000143	salinomycin	1888		Streptomyces albus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000144	salinomycin	1888		Streptomyces albus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000145	salinosporamide A	168695		Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000147	soraphen A	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Polyangiales		Myxococcota	Pseudomonadati	Bacteria	cellular organisms	Polyangia																
BGC0000148	A83543A	60894		Saccharopolyspora spinosa	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000149	spirangien O	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Polyangiales		Myxococcota	Pseudomonadati	Bacteria	cellular organisms	Polyangia																
BGC0000150	sporolide A	369723	Salinispora tropica CNB-440	Salinispora tropica	Salinispora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000151	stambomycin A	278992	Streptomyces ambofaciens ATCC 23877	Streptomyces ambofaciens	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000153	stigmatellin	675526	Stigmatella aurantiaca Sg a15	Stigmatella aurantiaca	Stigmatella	Archangiaceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	cellular organisms				Cystobacterineae													
BGC0000157	tautomycetin	404220		Streptomyces sp. CK4412	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000158	tautomycetin	68214		Streptomyces griseochromogenes	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000159	tautomycin	67366		Streptomyces spiroverticillatus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000162	tetrocarcin A	1874		Micromonospora chalcea	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000163	tetronasin	28044		Streptomyces longisporoflavus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000164	tetronomycin	299254		Streptomyces sp. NRRL 11266	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000165	tiacumicin B	703577		Dactylosporangium aurantiacum	Dactylosporangium	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Dactylosporangium aurantiacum subsp. hamdenensis														
BGC0000166	tylactone	1906		Streptomyces fradiae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000167	vicenistatin	1944		Streptomyces halstedii	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces griseus group	Streptomyces halstedii subgroup											
BGC0000171	9-methylstreptimidone	457427	Streptomyces himastatinicus ATCC 53653	Streptomyces himastatinicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0000172	Basiliskamide A	1399144	Brevibacillus laterosporus PE36	Brevibacillus laterosporus	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0000173	isobongkrekic acid	28095		Burkholderia gladioli	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000174	bryostatin	62101		Candidatus Endobugula sertula	Candidatus Endobugula	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000175	cycloheximide	1211968		Streptomyces sp. YIM 56141	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000176	difficidin	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group	Bacillus amyloliquefaciens group											
BGC0000177	iso-migrastatin	684832		Streptomyces platensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces platensis subsp. rosaceus														
BGC0000178	elansolid A1	1004		Chitinophaga sancti	Chitinophaga	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidota	Pseudomonadati	Bacteria	cellular organisms		FCB group															
BGC0000179	etnangien	448385	Sorangium cellulosum So ce56	Sorangium cellulosum	Sorangium	Polyangiaceae	Polyangiales		Myxococcota	Pseudomonadati	Bacteria	cellular organisms	Polyangia																
BGC0000180	legioliulin	45071		Legionella parisiensis	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000181	macrolactin H	326423	Bacillus velezensis FZB42	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus subtilis group	Bacillus amyloliquefaciens group											
BGC0000182	pseudomonic acid A	294		Pseudomonas fluorescens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas fluorescens group												
BGC0000184	sorangicin A	56		Sorangium cellulosum	Sorangium	Polyangiaceae	Polyangiales		Myxococcota	Pseudomonadati	Bacteria	cellular organisms	Polyangia																
BGC0000185	tartrolon D	377629	Teredinibacter turnerae T7901	Teredinibacter turnerae	Teredinibacter	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000186	thailandamide	271848	Burkholderia thailandensis E264	Burkholderia thailandensis	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					pseudomallei group												
BGC0000187	asukamycin	222892		Streptomyces nodosus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces nodosus subsp. asukaensis														
BGC0000188	saxitoxin	398006	Cylindrospermopsis raciborskii T3	Cylindrospermopsis raciborskii	Cylindrospermopsis	Aphanizomenonaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0000189	3-(2'-hydroxy-3'-oxo-4'-methylpentyl)-indole	406818	Xenorhabdus bovienii SS-2004	Xenorhabdus bovienii	Xenorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0000190	A-74528	764784		Streptomyces sp. SANK 61196	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000191	aclacinomycin	33899		Streptomyces galilaeus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000192	aclacinomycin	33899		Streptomyces galilaeus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000193	aclacinomycin	33899		Streptomyces galilaeus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000194	actinorhodin	100226	Streptomyces coelicolor A3(2)	Streptomyces coelicolor	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces albidoflavus group												
BGC0000195	alnumycin A	569580		Streptomyces sp. CM020	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0000196	AQ-256	243265	Photorhabdus laumondii subsp. laumondii TTO1	Photorhabdus laumondii	Photorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms			Photorhabdus laumondii subsp. laumondii														
BGC0000197	aranciamycin	67293		Streptomyces echinatus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
