bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	kingdom	domain	cellular root	subclass	clade	subspecies	suborder	species group	species subgroup	varietas	serotype	subphylum	subkingdom	subfamily	isolate	subgenus	realm	acellular root	tribe	subtribe
BGC0002377	WS9326B	1571707		Streptomyces sp. SNM55	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002378	coprisamide C	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002379	MA026	2749999		Pseudomonas sp. RtIB026	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002381	tambjamine BE-18591	67257		Streptomyces albus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces albus subsp. albus														
BGC0002382	grimoviridin	646534		Grimontia marina	Grimontia	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002383	kinanthraquinone B	659352		Actinacidiphila reveromycinica	Actinacidiphila	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002384	lysocin E	72226		Lysobacter sp.	Lysobacter	Lysobacteraceae	Lysobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002385	dumulmycin	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002386	cyclo(n-Me-L-Leu-L-Val)	1254432	Sorangium cellulosum So0157-2	Sorangium cellulosum	Sorangium	Polyangiaceae	Polyangiales		Myxococcota	Pseudomonadati	Bacteria	cellular organisms	Polyangia																
BGC0002387	yangpumicin A	683228		Micromonospora yangpuensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002407	angustmycin A	285578		Streptomyces angustmyceticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002408	malleobactin X	279113		Collimonas pratensis	Collimonas	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002409	frankobactin A1	683308		Parafrankia sp. CH37	Parafrankia	Frankiaceae	Frankiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002411	cyanochelin A	373994		Rivularia sp. PCC 7116	Rivularia	Rivulariaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002412	holomycin	1654360		Photobacterium galatheae	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002413	frederiksenibactin	349966	Yersinia frederiksenii ATCC 33641	Yersinia frederiksenii	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002414	trichrysobactin	556		Dickeya chrysanthemi	Dickeya	Pectobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002415	vanchrobactin	680		Vibrio campbellii	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Vibrio harveyi group												
BGC0002416	variobactin A	34073		Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002417	variochelin A	1246301	Variovorax paradoxus B4	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002418	pacifibactin	391936	Isoalcanivorax pacificus W11-5	Isoalcanivorax pacificus	Isoalcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002419	acidobactin A	397945	Paracidovorax citrulli AAC00-1	Paracidovorax citrulli	Paracidovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002420	vacidobactin A	543728	Variovorax paradoxus S110	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002421	malleobactin LB400	266265	Paraburkholderia xenovorans LB400	Paraburkholderia xenovorans	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002422	histicorrugatin	86265		Pseudomonas thivervalensis	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002423	arsinothricin	28095		Burkholderia gladioli	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002424	saccharochelin A	1873460		Saccharothrix sp.	Saccharothrix	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002425	stlassin	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002426	deschlorosvetamycin A	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002428	FDDP-D	229533	Fusarium graminearum PH-1	Fusarium graminearum	Fusarium	Nectriaceae	Hypocreales	Sordariomycetes	Ascomycota	Fungi	Eukaryota	cellular organisms	Hypocreomycetidae	Opisthokonta			Fusarium sambucinum species complex				Pezizomycotina	Dikarya							
BGC0002430	gausemycin A	1967		Streptomyces kanamyceticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002431	maduramicin	1989		Actinomadura sp.	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002432	laterocidine	1042163	Brevibacillus laterosporus LMG 15441	Brevibacillus laterosporus	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0002433	azotobactin D	322710	Azotobacter vinelandii DJ	Azotobacter vinelandii	Azotobacter	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms											Azotobacter group						
BGC0002434	clifednamide D	1871188		Kitasatospora sp.	Kitasatospora	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002435	coformycin	686309		Micromonospora haikouensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002436	coformycin	212427		Streptomyces citricolor	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002439	diastaphenazine	1956		Streptomyces diastaticus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces diastaticus group												
BGC0002440	longicatenamide B	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002441	(2E,4E,6E,8E)-N-(2-hydroxy-5-oxocyclopent-1-en-1-yl)-9-(o-tolyl)nona-2,4,6,8-tetraenamide	1213862		Streptomyces sp. SANK 60404	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002442	toyoncin	155322		Bacillus toyonensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus cereus group												
BGC0002443	mycemycin C	47716		Streptomyces olivaceus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002446	ionostatin	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002447	cerecyclin	1396		Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms					Bacillus cereus group												
BGC0002448	Q6402A	68280		Streptomyces violaceusniger	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0002449	sarasinoside	77133		uncultured bacterium							Bacteria	cellular organisms																	
BGC0002450	sarasinoside	77133		uncultured bacterium							Bacteria	cellular organisms																	
BGC0002451	inthomycin B	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002452	leucomycin	97405		Streptomyces kitasatoensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002453	ansaseomycin A	73044		Streptomyces seoulensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002454	venturicidin D	1519471		Streptomyces sp. NRRL S-4	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002455	lagriene	28095		Burkholderia gladioli	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002456	alchivemycin A	1559982		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0002458	alazopeptin	66896		Peterkaempfera griseoplana	Peterkaempfera	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002460	loonamycin A	758803		Nocardiopsis flavescens	Nocardiopsis	Nocardiopsidaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002461	aureonuclemycin	193461		Streptomyces aureus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002462	coformycin	212423		Streptomyces kaniharaensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002464	alcaligin	257313		Bordetella pertussis	Bordetella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms												Bordetella pertussis Tohama I					
BGC0002465	amphibactin E	393595	Alcanivorax borkumensis SK2	Alcanivorax borkumensis	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002466	peucechelin	316280	Streptomyces peucetius subsp. caesius ATCC 27952	Streptomyces peucetius	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces peucetius subsp. caesius														
BGC0002467	thermochelin	1111738	Thermocrispum agreste DSM 44070	Thermocrispum agreste	Thermocrispum	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002468	anguibactin	882102	Vibrio anguillarum 775	Vibrio anguillarum	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002469	woodybactin A	392500	Shewanella woodyi ATCC 51908	Shewanella woodyi	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002470	synechobactin C9	32049		Picosynechococcus sp. PCC 7002	Picosynechococcus	Geminocystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms	Oscillatoriophycideae	Cyanobacteriota/Melainabacteria group															
BGC0002471	baumannoferrin A	509173	Acinetobacter baumannii AYE	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Acinetobacter calcoaceticus/baumannii complex												
BGC0002472	ulbactin F	1393		Brevibacillus brevis	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0002473	propanochelin	1120925	Acinetobacter bouvetii DSM 14964 = CIP 107468	Acinetobacter bouvetii	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002474	agrobactin	358		Agrobacterium tumefaciens	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Agrobacterium tumefaciens complex												
BGC0002475	enantio-pyochelin	380021		Pseudomonas protegens	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas chlororaphis group												
BGC0002476	enterobactin	511145	Escherichia coli K-12	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002477	thioangucycline A	1703928		Streptomyces sp. CB00072	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002478	rubiginone A2	1703922		Streptomyces sp. CB02414	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002479	miharamycin B	285483		Streptomyces miharaensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002480	chlorosphaerolactylate D	1380707		Sphaerospermopsis sp. LEGE 00249	Sphaerospermopsis	Aphanizomenonaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002482	tjipanazole D	2721247	Symphyonema bifilamentata 97.28	Symphyonema bifilamentata	Symphyonema	Symphyonemataceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002484	scytocyclamide A	128403	Scytonema hofmannii PCC 7110	Scytonema hofmannii	Scytonema	Scytonemataceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002485	muscoride A	1181	Desmonostoc sp. PCC 7906	Desmonostoc muscorum	Desmonostoc	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002487	staphylopine	158878	Staphylococcus aureus subsp. aureus Mu50	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0002488	bacillopaline	1036673	Paenibacillus mucilaginosus KNP414	Paenibacillus mucilaginosus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0002489	pseudopaline	208964	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas aeruginosa group												
BGC0002490	yersinopine	214092	Yersinia pestis CO92	Yersinia pestis	Yersinia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Yersinia pseudotuberculosis complex												
BGC0002491	myxochelin B	43662		Pseudoalteromonas piscicida	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002492	myxochelin B	246197	Myxococcus xanthus DK 1622	Myxococcus xanthus	Myxococcus	Myxococcaceae	Myxococcales	Myxococcia	Myxococcota	Pseudomonadati	Bacteria	cellular organisms				Cystobacterineae													
BGC0002493	parabactin	318586	Paracoccus denitrificans PD1222	Paracoccus denitrificans	Paracoccus	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002495	photobactin	29488		Photorhabdus luminescens	Photorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002496	serratiochelin A	82996		Serratia plymuthica	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002497	hexacosalactone A	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002498	desulfoclethramycin	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002499	enteromycin	285532		Streptomyces achromogenes	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces achromogenes subsp. streptozoticus														
BGC0002500	NFAT-133	68249		Streptomyces pactum	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002503	chitinimide B	1934313		Chitinimonas sp.	Chitinimonas	Chitinibacteraceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002504	nocardiopsistin A	310350		Nocardiopsis sp.	Nocardiopsis	Nocardiopsidaceae	Streptosporangiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002506	homopiloquinone	1581323		Streptomyces sp. FXJ8.102	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002508	8-azaguanine	1650571		Streptomyces pathocidini	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002509	montamide A	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002510	youssoufene A1	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002512	anabaenopeptin 788	2748322		Brasilonema sp. CT11	Brasilonema	Scytonemataceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002514	julichrome Q6.6	42239		Streptomyces sampsonii	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces albidoflavus group												
BGC0002517	tripartilactam	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002518	syringafactin A	2662259		Pseudomonas sp. SZ57	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002520	quinolidomicin A	1876		Micromonospora sp.	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002521	putisolvin III	303		Pseudomonas putida	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Pseudomonas putida group												
BGC0002522	viscosinamide A	306		Pseudomonas sp.	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002523	desertomycin B	66901		Streptomyces nobilis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002524	bacicyclicin XIN-1	2740676		Bacillus sp. Xin1	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	cellular organisms																	
BGC0002526	K-41A	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002527	vibrioferrin	1283330	Azotobacter vinelandii CA	Azotobacter vinelandii	Azotobacter	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms											Azotobacter group						
BGC0002528	aminochelin	1283330	Azotobacter vinelandii CA	Azotobacter vinelandii	Azotobacter	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms											Azotobacter group						
BGC0002529	aminochelin	1283330	Azotobacter vinelandii CA	Azotobacter vinelandii	Azotobacter	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms											Azotobacter group						
BGC0002530	brucebactin	359391	Brucella abortus 2308	Brucella abortus	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002531	cepaciachelin	339670	Burkholderia ambifaria AMMD	Burkholderia ambifaria	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms					Burkholderia cepacia complex												
BGC0002532	anachelin	272123	Anabaena cylindrica PCC 7122	Anabaena cylindrica	Anabaena	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002533	piscibactin	1200302	Photobacterium damselae subsp. piscicida DI21	Photobacterium damselae	Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms			Photobacterium damselae subsp. piscicida														
BGC0002535	γ-poly-L-2,4-diaminobutyric acid	58344		Streptomyces celluloflavus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002536	alazopeptin	1449346	Kitasatospora azatica KCTC 9699	Kitasatospora azatica	Kitasatospora	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002540	tetramycin B	2719566		Streptomyces hygrospinosus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms			Streptomyces hygrospinosus subsp. beijingensis														
BGC0002541	notonesomycin A	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002542	apratoxin A	2530358	Moorena bouillonii bAprat14	Moorena bouillonii	Moorena	Coleofasciculaceae	Coleofasciculales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002544	amychelin A	1814		Amycolatopsis methanolica	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Amycolatopsis methanolica group												
BGC0002545	sungeidine C	1876		Micromonospora sp.	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002547	youssoufene A1	654447		Streptomyces youssoufiensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002548	bananamide F	306		Pseudomonas sp.	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002550	lobophorin CR4	47716		Streptomyces olivaceus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002551	muscoride A	2665154		Nostoc sp. UHCC-0398	Nostoc	Nostocaceae	Nostocales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	cellular organisms		Cyanobacteriota/Melainabacteria group															
BGC0002552	ansacarbamitocin	411144		Amycolatopsis sp. CP2808	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002553	tunicamycin	59737		Rathayibacter iranicus	Rathayibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002554	carquinostatin A	1905		Streptomyces exfoliatus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002556	cervinomycin B3	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002558	scopranone A	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002559	lenoremycin	1912		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms					Streptomyces violaceusniger group												
BGC0002560	thiostreptamide S4	1519471		Streptomyces sp. NRRL S-4	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002561	phenazine SA	1931		Streptomyces sp.	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	cellular organisms																	
BGC0002563	gramibactin B	134536		Paraburkholderia caledonica	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
BGC0002564	megapolibactin Acyc	420953		Paraburkholderia megapolitana	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	cellular organisms																	
